UXSPO511                                           ;APS Digital Porto Alegre;19001010
UXSPO504                  ;APS Porto Alegre Centro;19001020
UXSPO504                  ;APS Porto Alegre Partenon Desativada;19001050
UXSPO504                  ;APS Porto Alegre Partenon;19001120
UXSPO504                  ;APSADJ Porto Alegre;19001110
UXSPO504                  ;APS Cachoeirinha;19021010
UXSPO504                  ;APS Canoas;19021020
UXSPO504                  ;APS Esteio;19021030
UXSPO504                  ;APS Gravataí;19021040
UXSPO504                  ;APS Guaíba;19021050
UXSPO504                  ;APS Osório;19021060
UXSPO504                  ;PrevCidade Tramandaí;19021066
UXSPO504                  ;APS São Jerônimo;19021070
UXSPO504                  ;APS Torres;19021080
UXSPO504                  ;APS Butiá;19021090
UXSPO504                  ;PrevMovel Canoas;19021100
UXSPO504                  ;APS Santo Antônio da Patrulha;19021110
UXSPO504                  ;APSADJ Canoas;19021120
UXSPO504                  ;EADJ Canoas;19021902
UXSPO504                  ;APS Cerro Largo;19023010
UXSPO504                  ;APS Cruz Alta;19023020
UXSPO504                  ;APS Palmeira das Missões;19023050
UXSPO504                  ;APS Panambi;19023060
UXSPO504                  ;APS Três de Maio;19023100
UXSPO504                  ;APS Giruá;19023120
UXSPO504                  ;APS Horizontina;19023130
UXSPO504                  ;APS Ibirubá;19023140
UXSPO504                  ;APS Porto Lucena;19023160
UXSPO504                  ;APS Campo Bom;19024010
UXSPO504                  ;APS Dois Irmãos;19024020
UXSPO504                  ;APS Encantado;19024030
UXSPO504                  ;APS Estrela;19024040
UXSPO504                  ;PrevCidade Teutônia;19024046
UXSPO504                  ;PrevCidade Ivoti;19024076
UXSPO504                  ;PrevCidade Portão;19024086
UXSPO504                  ;APS São Sebastião do Caí;19024090
UXSPO504                  ;APS Sapiranga;19024100
UXSPO504                  ;APS Taquara;19024110
UXSPO504                  ;PrevCidade Parobé;19024116
UXSPO504                  ;PrevCidade São Francisco de Paula;19024118
UXSPO504                  ;APS Taquari;19024120
UXSPO504                  ;PrevMóvel Novo Hamburgo;19024140
UXSPO504                  ;APS Teutônia;19024150
UXSPO504                  ;APSADJ Novo Hamburgo;19024160
UXSPO504                  ;APS Portão;19024170
UXSPO511                                           ;APS Igrejinha;19024180
UXSPO511;APS Três Coroas;19024190
UXSPO504                  ;APS Passo Fundo;19025050
UXSPO504                  ;PrevMovel Passo Fundo;19025100
UXSPO504                  ;APS Espumoso;19025120
UXSPO504                  ;APS ADJ Passo Fundo;19025130
UXSPO504                  ;APS Sarandi;19025140
UXSPO504                  ;EADJ Passo Fundo;19025902
UXSPO504                  ;APS Camaquã;19026020
UXSPO504                  ;APS Jaguarão;19026030
UXSPO504                  ;APS São Lourenço do Sul;19026060
UXSPO504                  ;APS Canguçu;19026070
UXSPO504                  ;APS Santa Vitória do Palmar;19026090
UXSPO504                  ;APS Tapes;19026100
UXSPO504                  ;APSADJ Pelotas;19026110
UXSPO504                  ;APS Capão do Leão;19026120
UXSPO504                  ;APS São José do Norte;19026130
UXSPO504                  ;APS Piratini;19026140
UXSPO504                  ;APS Uruguaiana;19028050
UXSPO504                  ;PrevMovel Uruguaiana;19028080
UXSPO504                  ;EADJ Uruguaiana;19028902
UXSPO508                                ;APS Porto Alegre Norte;19001040
UXSPO508                                ;APS Frederico Westphalen;19023030
UXSPO508                                ;APS Ijuí;19023040
UXSPO508                                ;APS Santa Rosa;19023070
UXSPO508                                ;APS Santo Angelo;19023080
UXSPO508                                ;APS São Luiz Gonzaga;19023090
UXSPO508                                ;APS Três Passos;19023110
UXSPO508                                ;PrevMovel Ijuí;19023150
UXSPO508                                ;APSADJ Ijuí;19023170
UXSPO508                                ;EADJ Ijuí;19023902
UXSPO508                                ;APS Carazinho;19025010
UXSPO508                                ;APS Erechim;19025020
UXSPO508                                ;APS Bagé;19026010
UXSPO508                                ;APS Pelotas;19026040
UXSPO508                                ;PrevCidade Piratini;19026046
UXSPO508                                ;APS Rio Grande;19026050
UXSPO508                                ;PrevMovel Pelotas;19026080
UXSPO508                                ;EADJ Pelotas;19026902
UXSPO508                                ;APS Cachoeira do Sul;19027020
UXSPO508                                ;APS Santa Cruz do Sul;19027050
UXSPO508                                ;APS Santa Maria;19027060
UXSPO508                                ;APS Venâncio Aires;19027080
UXSPO508                                ;APS Móvel Santa Maria;19027110
UXSPO508                                ;APSADJ Santa Maria;19027140
UXSPO508                                ;APS Encruzilhada do Sul;19027150
UXSPO508                                ;EADJ Santa Maria;19027902
UXSPO511                                           ;APS Porto Alegre Petrópolis;19001060
UXSPO511                                           ;APS Porto Alegre Sul;19001070
