UXSPO502;APS São Paulo Agua Rasa;21005010
UXSPO502;APS São Paulo Ermelino Matarazzo;21005030
UXSPO502;APS São Paulo Penha;21005050
UXSPO502;APS São Paulo São Miguel Paulista;21005060
UXSPO502;APS São Paulo Tatuapé;21005070
UXSPO502;APS São Paulo Vila Maria;21005080
UXSPO502;APS Sâo Paulo Guaianases;21005090
NAOCADASTRADO;APS Digital São Paulo Leste;21005100
UXSPO502;APS Amparo;21026010
UXSPO502;Prevcidade Serra Negra;21026016
UXSPO502;APS Atibaia;21026020
UXSPO502;APS Bragança Paulista;21026030
UXSPO502;APS Itatiba;21026040
UXSPO502;APS Jundiaí Eloy Chaves;21026050
UXSPO502;APS Socorro;21026060
UXSPO502;APS Varzea Paulista;21026070
UXSPO502;APS Jarinu;21026080
UXSPO502;APS Campo Limpo Paulista;21026090
UXSPO502;APSADJ Jundiai;21026100
UXSPO502;APS Franco da Rocha;21026110
UXSPO502;APS Digital Jundiaí;21026120
UXSPO502;EADJ Jundiai;21026902
UXSPO506;APS São Paulo Nossa Senhora de Sabará;21004010
UXSPO506;APS São Paulo Cidade Dutra;21004020
UXSPO506;APS São Paulo Santo Amaro;21004030
UXSPO506;APS Sâo Paulo Jabaquara;21004040
UXSPO506;APS São Paulo Vila Mariana;21004050
UXSPO506;APS São Paulo Cidade Ademar;21004060
UXSPO506;APS São Paulo Guarapiranga;21004070
UXSPO506;APS São Paulo Pinheiros;21004090
UXSPO506;APS Itapecerica Da Serra;21004100
UXSPO506;APS Taboão Da Serra;21004110
UXSPO506;APS AAI São Paulo;21004120
UXSPO506;APS Embu Guaçu;21004130
UXSPO510;APS São Paulo Brás;21001010
UXSPO510;APS São Paulo Centro;21001030
UXSPO510;APS São Paulo Glicério;21001040
UXSPO510;APS São Paulo Mooca;21001080
UXSPO510;APS São Paulo Liberdade;21001090
UXSPO510;APSADJ São Paulo Centro;21001100
UXSPO510;APS São Paulo Liberdade;21001110
UXSPO510;APSADJ São Paulo Paissandu;21001120
UXSPO510;APS Digital São Paulo Centro;21001140
NAOCADASTRADO;APS CEAB RD SRI;21001800
NAOCADASTRADO;APS CEAB ADJ São Paulo;21001810
